poem_text,poem_type
"The little Love-god lying once asleep
Laid by his side his heart-inflaming brand,
Whilst many nymphs that vow'd chaste life to keep
Came tripping by; but in her maiden hand
The fairest votary took up that fire
Which many legions of true hearts had warm'd;
And so the general of hot desire
Was sleeping by a virgin hand disarm'd.
This brand she quenched in a cool well by,
Which from Love's fire took heat perpetual,
Growing a bath and healthful remedy
For men diseased; but I, my mistress' thrall,
Came there for cure, and this by that I prove,
Love's fire heats water, water cools not love.",sonnet
"Anagram, gram, rag, ram, man, arm!
Emotional and sensitive;
Romantic and creative,
Lovely! ! !
With the muse of a very special person;
Meeting her,
The power of her sweet love! !
Able to identify her lovely flowers.",anagram
"At the savage, indigo sky,
draped in snow, claw the mountains high.
By the cirque, a base, sheltered 'neath,
his gun sings the ballad of death.
A field of kash, in autumn swirl,
the dark braid of that village girl.
Mother's white, unwavering faith,
his gun sings the ballad of death.
Skin burns through the synthetic girth,
frozen blood inseminates earth.
Echo of loss shudders his breath,
his gun sings the ballad of death.
At the savage, indigo sky,
his gun sings the ballad of death.",kyrielle
"The raindrops on the rooftop pitter patter
And the wind the leaves on the verandah scatter
On this wild and wet January sunday in the Summer
The type of day the Aussies call a 'bummer'
Today lovers not out walking hand in hand together
One might say this is doggerel writing weather
For to scribble useless rhymes in moments of leisure
Not for wealth or fame but for one's own pleasure.
Just like our image in the mirror is reflected
It has been said by weather our mood is affected
But I for one don't see cause for complaining
And I feel happy even though it's raining
The neighbour and his wife are shouting at each other
She screams at him I will go home to mother
Yesterday in the sunshine they walked hand in hand together
Perhaps their crankiness due to the weather?
A doggerel day for the old doggerel writer
And in the house across the street now all seems quieter
And tomorrow of love they will be only talking
Whilst hand in hand out in the sunshine walking.",doggerel
"Martin Luther King was not a king.
He did not have horses, a crown, or anything.
He preached a lot and had a dream
Of everybody eating ice cream.
The following poem is in the Clerihew verse-form, which was invented by Edmund Clerihew Bentley, author of Trent’s Last Case, the perfect murder mystery. It consists of two rhymed couplets.  The first couplet usually (can also be the second couplet)   includes the name of a famous person.  The other lines contain a characteristic, real or fictional, of the person.",clerihew
"Even when the shadows increase
on this lovely sunny summer day
nothing can sweep our feelings away
and its something that never cease
the power of love does only increase,
its presence is without any decay
and your dear face do portray
its impact, its caring and its peace
its something powerful passionate
yet at times it's wise and meek
and it takes many a guise in gentleness
while actions do its presence indicate
and continually people does it seek
as it can forget and forgive in its genuineness.",italian-sonnet
"1)LIGHT VERSE RIDDLE TETRACTYS)
Hi
Sat I
To jot down
A poem smitten
With, bitten by a lovely-jubbly bug!
(2)Double Tetractys)
It's
Not a
Fish to catch
Or colour to
Match, not even an animal to watch!
Hey ye tell me what's it? Sniff the whiff: it
Has a tale to
start but no
tail to
End?
(3)Inverted Tetractys
It's beyond words' power of depiction!
Or ain't be caught
behind the
Wickets
Please!
(4)
it
Has no
place to till
It's already grown
In all fields and lands bearing corns of LOVE!",light-verse
"Fair isle, that from the fairest of all flowers,
Thy gentlest of all gentle names dost take!
How many memories of what radiant hours
At sight of thee and thine at once awake!
How many scenes of what departed bliss!
How many thoughts of what entombed hopes!
How many visions of a maiden that is
No more- no more upon thy verdant slopes!
No more! alas, that magical sad sound
Transforming all! Thy charms shall please no more-
Thy memory no more! Accursed ground
Henceforth I hold thy flower-enameled shore,
O hyacinthine isle! O purple Zante!
""Isola d'oro! Fior di Levante!""",sonnet
"Prosperity
Obeisance to God
New avenues in life
Gratitude to God
Advent of harvest
Love for God
Overall cleanliness
Peace
Opulence
Newly dressed
Gratitude to farm animals
Aeolian chant of celebration by global Indians
Love for man
Copyright by Dr John Celes 13-01-2010",acrostic
"Da jeg imorges aabnede mit Öie
da hopped Spurven glad paa törre Tage,
som glimted rödere i Morgenröde.
Den qviddrede og kaldte paa sin Mage;
og sölvblaae Buen hvaltes i det Höie
og Lærkens Slag fra Voldens Kroner löde.
De bæved mig imöde,
og toned: Du idag din Ven skal skue!
Da sprang jeg op og stirred over Byen,
henrykt i Sölverskyen,
mens Solen steeg ud af sin Rosenlue.
Og Lærken slog igien fra Voldens Kroner,
og Elskov bæved i dens Trylletoner.
En stor, en hellig Aand usynlig vanker
i al Naturens vidtudstrakte Egne
og vækker Anelser om Livets Glæde.
Ak! Længsel lærte disse Kinder blegne,
adskilt fra den for hvem mit Hierte banker,
for hvem jeg kun kan sukke ömt og græde.
Hvi fyldte stille Glæde
mit Bryst idag, da Solen röd sig velted?
Det giorde han, den Helligaand, som bringer,
paa lette Zephyrvinger
de Fölelser, som har mit Hierte smeltet.
Det giorde han, den uskyldsrene Due,
som svæver over os paa Himlens Bue.
En grusom Skiebne kold sit Jerngitter
imellem tvende unge Hierter trænger,
som Himlens Harmonier sammenslynger.
Kun sielden sig det drukne Öie hænger
paa elskte Gienstand; ved den svage Cither
kun fiernt han mig sin höie Længsel synger.
Idag Naturen slynger
sin Rosenkrands hen paa vor mörke Bane.
I Skovens Tempel skal jeg Ludvig skue,
ved Maanens Altarlue.
Det lærte Elskovs Aand mig tidlig ane.
Naar Tumlens Glædeskrig sig hisset hæve
skal taust i Lunden tvende Hierter bæve.",canzone
"I know flies in milk
I know the man by his clothes
I know fair weather from foul
I know the apple by the tree
I know the tree when I see the sap
I know when all is one
I know who labors and who loafs
I know everything but myself.
I know the coat by the collar
I know the monk by the cowl
I know the master by the servant
I know the nun by the veil
I know when a hustler rattles on
I know fools raised on whipped cream
I know the wine by the barrel
I know everything but myself.
I know the horse and the mule
I know their loads and their limits
I know Beatrice and Belle
I know the beads that count and add
I know nightmare and sleep
I know the Bohemians' error
I know the power of Rome
I know everything but myself.
Prince I know all things
I know the rosy-cheeked and the pale
I know death who devours all
I know everything but myself.
Trans. by Galway Kinnell",ballade
"He'll give you peace and hope
when with life you can't cope
He'll help you to be strong
when everything go wrong.
When you fight and struggle in vain
He'll give you peace and hope
And He'll take away your pain
When you're at end of rope
His love in your heart will flow
when your spirit is sad and low
He'll give you peace and hope
each time you reach an steep slope
When troubles pile wide and high
Ask Lord Almighty for help each day
Before God just kneel and pray
He'll give you peace and hope.",quatern
"अगेन जुनार आखुथिनि-a8
जंफार आसुगुर-गुन्थुथ्रि-a8
मेगन देग'ग' नायथारदों-b8
दुथां आखु दिन्थिथारदों-B8
गोजोनखौ दोनखुमानानै-c8
हिंसाखौ बराय हरनानै-c8
थैनि बाना बोहैहोदों-b8
दुथां आखु दिन्थिथारदों-B8
खौसेथिआ आनज्रायलांबाय-d8
बेगेंजों बुहुम फबजाबाय-d8
गेसाव गेसाव मोनामसारदों-b8
दुथां आखु दिन्थिथारदों-B8
थेर-बेथेर मिथिंगा बिखा-e8
खास्रि-बिस्रि अन्थाइ बिखा-e8
सुबुंस्रि(सुबुंथि)  आखु खोमादों-b8
दुथां आखु दिन्थिथारदों-B8",kyrielle
